[PTRACE] op=from_f32_p32e2 rank=1 shape=[1000] n=1000 min=-0.120803 max=0.155103 mean=-1.01848e-07 absmax=0.155103 sample=[0.047188,0.00994938,-0.0333951,-0.0513391,0.0119235,0.0223448,-0.0173843,-0.0119051,0.0139659,-0.00548313,-0.0134734,-0.0414788,-0.0265897,-0.0161713,0.007914,-0.00273757,-0.0375606,-0.0484373,0.0147244,0.00742146,0.0207465,0.0788737,0.0507968,-0.0131684,0.0166586,-0.00784931,0.0264601,0.00826193,0.0227607,-0.0049684,0.024963,0.00393419]
[PTRACE] op=from_f32_p32e2 rank=1 shape=[32] n=32 min=-0.487369 max=0.967758 mean=0.217418 absmax=0.967758 sample=[-0.0859969,0.560419,0.348943,0.282927,0.967758,0.652543,0.495095,0.568944,0.61775,0.000106564,-0.335942,0.958221,0.446076,-0.371215,-0.000319691,0.00634054,-0.0415066,-0.0181158,0.341004,0.10049,-0.264598,0.497599,0.41384,-0.0153985,-0.487369,0.510813,-0.302481,0.639276,-0.121856,-0.069373,0.392847,0.270565]
[PTRACE] op=from_f32_p32e2 rank=4 shape=[32,3,3,3] n=864 min=-0.362667 max=0.33411 mean=-0.00108739 absmax=0.362667 sample=[0.00285564,0,0.00285564,0.00571129,-0.00285564,0,0.00285564,-0.00571129,-0.00285564,0,0,0.00285564,0.00285564,-0.00571129,0,0.00285564,-0.00571129,0,-0.00285564,-0.00285564,-0.00285564,-0.00285564,-0.00285564,-0.00285564,-0.00285564,-0.00571129,-0.00285564,-0.0285564,-0.00856693,0.00856693,0.0571129,0.162772]
[PTRACE] op=from_f32_p32e2 rank=4 shape=[1,3,224,224] n=150528 min=-2.1179 max=2.64 mean=-0.0251307 absmax=2.64 sample=[-1.55279,-1.77541,-0.730799,-0.610926,-0.0800583,-0.285555,-0.593801,-0.508177,-0.559551,-0.559551,-0.473928,-0.456803,-0.473928,-0.439678,-0.319805,-0.199932,-0.148557,-0.0800583,0.108314,0.245312,0.536433,-0.405429,-1.12467,-1.22742,-0.936296,-0.508177,-0.285555,1.4098,1.85504,1.83791,1.3413,0.690556]
[PTRACE] op=conv2d_nchw_p32e2 rank=4 shape=[1,32,112,112] n=401408 min=-1.91138 max=2.96181 mean=0.216699 absmax=2.96181 sample=[-0.0383256,-0.0714131,-0.0920929,-0.0789822,-0.0797077,-0.0833765,-0.0855667,-0.0900343,-0.0902534,-0.0984304,-0.100799,-0.0484388,-0.0610779,-0.0918531,-0.149408,-0.124513,-0.133535,-0.125353,-0.125895,-0.127147,-0.127032,-0.127279,-0.128114,-0.130647,-0.126988,-0.128415,-0.122483,-0.121306,-0.152766,-0.145255,-0.143191,-0.143532]
[PTRACE] op=from_f32_p32e2 rank=1 shape=[32] n=32 min=-0.411681 max=3.7323 mean=0.422587 absmax=3.7323 sample=[-0.0125385,0.93203,0.0104488,0.417951,0.261219,0.837991,0.873517,0.409592,3.7323,-0.00417951,0.334361,0.326002,0.808735,-0.411681,-0.00626926,-0.00626926,0.00835901,0.0146283,0.00835901,0.0773209,-0.288386,1.56314,0.879786,0.00208975,0.75858,-0.280027,-0.365707,0.879786,0.672901,0.321822,0.969646,-0.202706]
[PTRACE] op=from_f32_p32e2 rank=4 shape=[32,1,3,3] n=288 min=-15.0728 max=10.5628 mean=0.0370886 absmax=15.0728 sample=[-0.118684,-0.118684,-0.118684,-0.118684,0,0.830786,-0.118684,-0.118684,0.118684,0,-0.118684,0.237367,0,-0.474735,2.25499,0.118684,0.356051,-2.37367,0,-0.118684,-0.593418,0,0.237367,4.98471,0,-0.237367,-0.118684,-0.237367,-0.237367,-0.237367,0.237367,2.37367]
[PTRACE] op=conv2d_nchw_p32e2 rank=4 shape=[1,32,112,112] n=401408 min=-9.0627 max=13.0072 mean=0.369622 absmax=13.0072 sample=[-0.0711946,-0.0854126,-0.0664248,-0.0563302,-0.0615507,-0.0643977,-0.0680876,-0.0670374,-0.0736232,-0.0749943,-0.0243297,-0.0404211,-0.0805686,-0.130124,-0.0975171,-0.090327,-0.0860116,-0.0861825,-0.0879664,-0.0883132,-0.0881817,-0.0889604,-0.0910897,-0.0869414,-0.0881684,-0.0841088,-0.0826536,-0.113335,-0.103997,-0.0946829,-0.0966328,-0.103768]
[PTRACE] op=from_f32_p32e2 rank=1 shape=[16] n=16 min=-2.14127 max=1.63713 mean=-0.257828 absmax=2.14127 sample=[-2.14127,0.427411,-1.28204,1.03515,-0.101289,-0.462517,-0.661259,-1.79539,-0.838899,-1.6567,1.61353,-0.426643,-0.719002,-0.171118,1.63713,1.41767]
[PTRACE] op=from_f32_p32e2 rank=4 shape=[16,32,1,1] n=512 min=-1.03544 max=0.823456 mean=0.0082008 absmax=1.03544 sample=[-0.00815303,0.0652243,-0.0733773,0.179367,-0.0163061,0.750079,0.236438,-0.0244591,-0.0489182,0.00815303,0,0.277203,0.0815303,-0.122295,0,-0.00815303,-0.00815303,0,0.472876,-0.35058,-0.211979,-0.00815303,-0.0896834,-0.00815303,0.171214,0.285356,0.0733773,0.0407652,0.0407652,0.0896834,0.293509,0.195673]
[PTRACE] op=gemm_p32e2 rank=3 shape=[1,16,12544] n=200704 min=-11.4341 max=9.88465 mean=0.297494 absmax=11.4341 sample=[1.34026,0.673724,0.681409,1.68646,1.41704,1.33939,1.22254,1.24314,1.49317,0.984416,1.42818,2.34226,2.07313,-0.0547092,-0.0161735,1.31927,0.945712,1.30419,0.788937,1.25174,1.15194,1.10264,1.1194,0.783389,1.17792,0.88361,1.49358,1.02927,0.202938,1.15862,0.749035,0.953998]
[PTRACE] op=add_p32e2 rank=3 shape=[1,16,12544] n=200704 min=-11.0067 max=9.32048 mean=0.0396665 absmax=11.0067 sample=[-0.801018,-1.46755,-1.45986,-0.454817,-0.724236,-0.801887,-0.91873,-0.898137,-0.648105,-1.15686,-0.713093,0.200986,-0.0681445,-2.19598,-2.15745,-0.822,-1.19556,-0.837081,-1.35234,-0.88953,-0.989339,-1.03863,-1.02188,-1.35789,-0.963353,-1.25766,-0.647697,-1.112,-1.93834,-0.982653,-1.39224,-1.18728]
[PTRACE] op=from_f32_p32e2 rank=1 shape=[96] n=96 min=-0.457001 max=0.727713 mean=0.121876 absmax=0.727713 sample=[0.0158876,-0.0121493,0.24174,0.365725,0.278811,0.169467,0.0856682,0.0685346,-0.0476627,0.148595,-0.059812,0.0510894,0.2028,0.229902,0.206227,0.0127724,-0.0470396,0.304356,0.0822415,0.348592,0.410896,0.147661,0.271335,0.294076,0.0800609,-0.00124608,0.096883,-0.334262,0.276319,0.241117,-0.0090341,0.233329]
[PTRACE] op=from_f32_p32e2 rank=4 shape=[96,16,1,1] n=1536 min=-0.488768 max=0.602656 mean=0.00015447 absmax=0.602656 sample=[0.132869,0.0237266,0.113888,-0.0949065,-0.0949065,0.00949065,0.275229,0.0189813,-0.014236,-0.275229,-0.014236,0,0.36539,-0.123378,-0.166086,-0.199304,0.0427079,0.0616892,0.104397,0.0996518,-0.147105,-0.256247,-0.0759252,-0.104397,-0.185068,-0.170832,-0.0474532,0.0664345,-0.137614,0.0569439,0.00474532,-0.0806705]
[PTRACE] op=gemm_p32e2 rank=3 shape=[1,96,12544] n=1204224 min=-8.58355 max=9.49137 mean=0.00313989 absmax=9.49137 sample=[1.56037,0.682783,0.421453,1.13326,1.01221,1.07027,0.945691,1.33207,1.42136,1.31704,0.826967,1.02264,1.14515,0.630376,0.837686,0.00668961,0.742645,0.999621,0.654486,0.775556,0.718093,0.583853,0.336912,0.389299,0.710454,0.6501,0.505316,0.420753,0.909064,0.328182,0.311091,0.386679]
[PTRACE] op=add_p32e2 rank=3 shape=[1,96,12544] n=1204224 min=-8.57078 max=9.49511 mean=0.125016 absmax=9.49511 sample=[1.57625,0.698671,0.43734,1.14915,1.02809,1.08616,0.961579,1.34795,1.43725,1.33293,0.842855,1.03853,1.16104,0.646263,0.853573,0.0225772,0.758532,1.01551,0.670373,0.791443,0.73398,0.599741,0.352799,0.405187,0.726342,0.665988,0.521204,0.43664,0.924951,0.344069,0.326979,0.402567]
